chunk_id,doc_id,은행명,상품종류,상품이름,조항,조항이름,text,context
26,1,국민은행,대출,II 종합통장자동대출 및 가계당좌대출용 대출거래약정서,제1조-2,,"나. 종합통장자동대출 한도소진율에 의한 우대금리는 매월 산출하며, 금리산출일 기준 직전 1개월간의 평균 한도소진율 (“매일 한도소진율 (대출사용금액 대출약정금액)합 금리산출일 기준 직전 1개월간 일수”로 계산하며, 소수점 첫째자리에서 절사)을 산정하여 다음 1개월간 신용등급별로 우대금리를 적용합니다. 다. 한도소진율산정 후 요구불통장에 대한 정정거래 혹은 취소거래가 있는 경우에도, 이미 계산된 한도소진율 및 우대금리는 변경되지 않습니다. 라. 종합통장자동대출 계좌가 미수채권, 특수채권등에 편입될 경우 종합통장자동대출 한도소진율에 의한 우대금리는 적용되지 않습니다.","국민은행 대출 II 종합통장자동대출 및 가계당좌대출용 대출거래약정서 제1조-2 나. 종합통장자동대출 한도소진율에 의한 우대금리는 매월 산출하며, 금리산출일 기준 직전 1개월간의 평균 한도소진율 (“매일 한도소진율 (대출사용금액 대출약정금액)합 금리산출일 기준 직전 1개월간 일수”로 계산하며, 소수점 첫째자리에서 절사)을 산정하여 다음 1개월간 신용등급별로 우대금리를 적용합니다. 다. 한도소진율산정 후 요구불통장에 대한 정정거래 혹은 취소거래가 있는 경우에도, 이미 계산된 한도소진율 및 우대금리는 변경되지 않습니다. 라. 종합통장자동대출 계좌가 미수채권, 특수채권등에 편입될 경우 종합통장자동대출 한도소진율에 의한 우대금리는 적용되지 않습니다."
27,1,국민은행,대출,II 종합통장자동대출 및 가계당좌대출용 대출거래약정서,10,질권의 목적인 예금 등의 표시 (단위 : 원),수입인지 붙이는 곳,국민은행 대출 II 종합통장자동대출 및 가계당좌대출용 대출거래약정서 10 질권의 목적인 예금 등의 표시 (단위 : 원) 수입인지 붙이는 곳
28,1,국민은행,대출,II 종합통장자동대출 및 가계당좌대출용 대출거래약정서,제10조,,"에 표시한 예금 등에 질권을 설정하고 은행 앞으로 그 증서(통장)의 인도를 마쳤습니다. ② 제1항에 의한 질권의 효력은 원금 수익권(이 계약 이후에 적립되는 금액을 포함합니다)과 이에 부수하는 이자 수익의 수익권, 특별장려금, 법정장려금 등에 미칩니다. ③ 예금 등이 기한연장 개서(새로씀) 갱신 분할 병합 증액 감액 또는 이자를 원금에 가산한 경우에도 그 위에 질권의 효력이 미침을 승인하며, 그 목적인 신탁이 기 간연장되거나 연체로 말미암아 자동연장 처리된 경우에 있어서도 그에 대한 수익권 위에 효력이 미침을 승인합니다. ④ 은행은 제1항에 의한 질권을 행사하지 아니하고 은행여신거래기본약관(가계용)의 정하는 바에 따라 은행의 채권과","국민은행 대출 II 종합통장자동대출 및 가계당좌대출용 대출거래약정서 제10조 에 표시한 예금 등에 질권을 설정하고 은행 앞으로 그 증서(통장)의 인도를 마쳤습니다. ② 제1항에 의한 질권의 효력은 원금 수익권(이 계약 이후에 적립되는 금액을 포함합니다)과 이에 부수하는 이자 수익의 수익권, 특별장려금, 법정장려금 등에 미칩니다. ③ 예금 등이 기한연장 개서(새로씀) 갱신 분할 병합 증액 감액 또는 이자를 원금에 가산한 경우에도 그 위에 질권의 효력이 미침을 승인하며, 그 목적인 신탁이 기 간연장되거나 연체로 말미암아 자동연장 처리된 경우에 있어서도 그에 대한 수익권 위에 효력이 미침을 승인합니다. ④ 은행은 제1항에 의한 질권을 행사하지 아니하고 은행여신거래기본약관(가계용)의 정하는 바에 따라 은행의 채권과"
29,1,국민은행,대출,II 종합통장자동대출 및 가계당좌대출용 대출거래약정서,제10조,,에 표시한 예금 등을 상계할 수 있습니다. ⑤ 적립식예금 관련 대출인 경우 은행은 대출금이자 및 제1항의 질권의 목적인 관련 예금 등의 월적립금이 6개월(적립식신탁대출의 경우 4회) 이상 납입지체된 때에는 대출기간 만료일 이전이더라도 통지에 의해 담보예금 등과 대출금을 상계할 수 있습니다.,국민은행 대출 II 종합통장자동대출 및 가계당좌대출용 대출거래약정서 제10조 에 표시한 예금 등을 상계할 수 있습니다. ⑤ 적립식예금 관련 대출인 경우 은행은 대출금이자 및 제1항의 질권의 목적인 관련 예금 등의 월적립금이 6개월(적립식신탁대출의 경우 4회) 이상 납입지체된 때에는 대출기간 만료일 이전이더라도 통지에 의해 담보예금 등과 대출금을 상계할 수 있습니다.
30,1,국민은행,대출,II 종합통장자동대출 및 가계당좌대출용 대출거래약정서,12,"담보, 보험 및 추가담보 제공","① 본인은 은행의 대출을 받아 건설 또는 구입하는 시설물과 건물(대출 받은 토지 위에 건설하는 시설물, 건물 포함)은 건설 중이나 건설완료 후에도 은행의 승인없이 그소 유권 이전행위, 저당권, 지상권(타인의 토지에 건물, 기타의 공작물을 세우거나 수목을 심어 소유하려는 목적으로 그 토지를 사용할 수 있는 권리), 전세권, 가등기, 임 차권 등 각종 권리의 설정행위를 하지 않겠으며, 제3자로부터 은행의 권리가 침해되는 일이 없기로 하며, 동 시설물과 건물은 토지와 함께 은행에 담보로 제공하기로 하며, 은행이 요청하는 경우 은행이 동의하는 종류와 금액의 보험에 가입하고 그 보험금 청구권에 은행을 위하여 질권설정하기로 합니다. ② 본인이 담보로 제공할 토지에 대하여 지적공부 및 등기부정리가 완료되지 아니한 경우에 해당 토지의 지적정리 완료 후에도 제1항을 준용하기로 합니다.","국민은행 대출 II 종합통장자동대출 및 가계당좌대출용 대출거래약정서 12 담보, 보험 및 추가담보 제공 ① 본인은 은행의 대출을 받아 건설 또는 구입하는 시설물과 건물(대출 받은 토지 위에 건설하는 시설물, 건물 포함)은 건설 중이나 건설완료 후에도 은행의 승인없이 그소 유권 이전행위, 저당권, 지상권(타인의 토지에 건물, 기타의 공작물을 세우거나 수목을 심어 소유하려는 목적으로 그 토지를 사용할 수 있는 권리), 전세권, 가등기, 임 차권 등 각종 권리의 설정행위를 하지 않겠으며, 제3자로부터 은행의 권리가 침해되는 일이 없기로 하며, 동 시설물과 건물은 토지와 함께 은행에 담보로 제공하기로 하며, 은행이 요청하는 경우 은행이 동의하는 종류와 금액의 보험에 가입하고 그 보험금 청구권에 은행을 위하여 질권설정하기로 합니다. ② 본인이 담보로 제공할 토지에 대하여 지적공부 및 등기부정리가 완료되지 아니한 경우에 해당 토지의 지적정리 완료 후에도 제1항을 준용하기로 합니다."
31,1,국민은행,대출,II 종합통장자동대출 및 가계당좌대출용 대출거래약정서,13,채무인수 불허 특약,대출을 받은 후 담보로 제공한 부동산의 소유권을 제3자에게 이전한 경우에도 이 대출은 부동산 양수인에게 인계되지 아니합니다.,국민은행 대출 II 종합통장자동대출 및 가계당좌대출용 대출거래약정서 13 채무인수 불허 특약 대출을 받은 후 담보로 제공한 부동산의 소유권을 제3자에게 이전한 경우에도 이 대출은 부동산 양수인에게 인계되지 아니합니다.
32,1,국민은행,대출,II 종합통장자동대출 및 가계당좌대출용 대출거래약정서,14,기한연장,"① 대출기간이 만료된 때 은행이 정한 방법에 따라 기한연장되거나, 연장에 따른 대출이자율이 변경된 때에도 계속하여 이 약정에 따르기로 합니다. ② 은행이 정한 기준에 따라 자동연장조건에 일치할 경우, 은행은 “기한연장 및 금리변경”에 관하여 별도의 약정서 등을 받지 아니하고 은행이 정하는 기준에 따라 기한연장 및 금리변경 처리하기로 하며, 은행은 기한연장된 대출금의 이자율과 새로운 대출기간 만료일 등을 연장 후 10일 이내에 유선 또는 서면으로 통지하기로 합니다. ③ 제2항에 따라 변경된 이자율에 이의가 있을 때는 변경일로부터 1개월이내에 본 약정을 해지할 수 있으며, 이 경우 해지일 까지는 변경전 대출이자율을 적용하기로 하고 해당 해지로 인하여 발생한 은행에 대한 상환채무이행을 지체하는 경우 지연배상금률을 적용하기로 합니다. 또한 동 기한내에 이의제기를 하지 않을 경우에는 변경 된 내용에 동의한 것으로 봅니다.","국민은행 대출 II 종합통장자동대출 및 가계당좌대출용 대출거래약정서 14 기한연장 ① 대출기간이 만료된 때 은행이 정한 방법에 따라 기한연장되거나, 연장에 따른 대출이자율이 변경된 때에도 계속하여 이 약정에 따르기로 합니다. ② 은행이 정한 기준에 따라 자동연장조건에 일치할 경우, 은행은 “기한연장 및 금리변경”에 관하여 별도의 약정서 등을 받지 아니하고 은행이 정하는 기준에 따라 기한연장 및 금리변경 처리하기로 하며, 은행은 기한연장된 대출금의 이자율과 새로운 대출기간 만료일 등을 연장 후 10일 이내에 유선 또는 서면으로 통지하기로 합니다. ③ 제2항에 따라 변경된 이자율에 이의가 있을 때는 변경일로부터 1개월이내에 본 약정을 해지할 수 있으며, 이 경우 해지일 까지는 변경전 대출이자율을 적용하기로 하고 해당 해지로 인하여 발생한 은행에 대한 상환채무이행을 지체하는 경우 지연배상금률을 적용하기로 합니다. 또한 동 기한내에 이의제기를 하지 않을 경우에는 변경 된 내용에 동의한 것으로 봅니다."
33,1,국민은행,대출,II 종합통장자동대출 및 가계당좌대출용 대출거래약정서,제4조,,에 준하여 갚기로 합니다.,국민은행 대출 II 종합통장자동대출 및 가계당좌대출용 대출거래약정서 제4조 에 준하여 갚기로 합니다.
34,1,국민은행,대출,II 종합통장자동대출 및 가계당좌대출용 대출거래약정서,16,대출실행 중단,"은행은 대출계약 체결 후 대출실행 전에 차주에게 대출 증가, 연체 발생, 신용등급 하락 등 차주의 신용위험, 상환능력이 악화되거나 차주가 제공한 정보의 내용이 달라져 대출 실행에 중대한 영향을 미치는 경우 대출을 실행하지 않을 수 있습니다.","국민은행 대출 II 종합통장자동대출 및 가계당좌대출용 대출거래약정서 16 대출실행 중단 은행은 대출계약 체결 후 대출실행 전에 차주에게 대출 증가, 연체 발생, 신용등급 하락 등 차주의 신용위험, 상환능력이 악화되거나 차주가 제공한 정보의 내용이 달라져 대출 실행에 중대한 영향을 미치는 경우 대출을 실행하지 않을 수 있습니다."
35,1,국민은행,대출,II 종합통장자동대출 및 가계당좌대출용 대출거래약정서,17,은행여신거래기본약관(가계용)의 적용,"본 약정서에 추가하여 은행여신거래기본약관(가계용)이 적용됩니다. 추후 은행여신거래기본약관이 변경될 경우에는 변경된 바에 따릅니다. 고객 용본 약관은 관련 법령 및 내부통제 절차에 따라 작성되었으며 대출계약 체결 시 필수적으로 고객님에게 제공됩니다. 은행은 본인에게 이 약정서상의 중요한 내용을 설명하여야 하며, 은행여신거래기본약관(가계용)과이 약정서의 사본을 교부하여야 합니다. 대출거래약정서( ) (종합통장자동대출 및 가계당좌대출용) (작성일자 : 20 . . ) 1. 본인은 주식회사 국민은행(이하 “은행”)과 아래의 조건에 따라 대출거래를 함에 있어 은행여신거래기본약관(가계용) 및이 약정서 사본을 확실히 수령하고, 주요 내용에 대하여 충분한 설명을 듣고 이해하였습니다. 2. 본인은 개인(신용)정보 조회 수집 이용 제공 동의서를 이해하고 동의하며, 개인(신용)정보 수집 이용 제공에 대한 고객권리안내문에 관해 자세히 설명 듣고 수령하였습니다. 3. 변동금리대출은 대출기간 중 대출이자율이 인상될 수 있으며, 이에 따라 재무적 부담이 증가될 수 있다는 내용에 대하여 충분한 설명을 듣고 이해하였습니다. 주소","국민은행 대출 II 종합통장자동대출 및 가계당좌대출용 대출거래약정서 17 은행여신거래기본약관(가계용)의 적용 본 약정서에 추가하여 은행여신거래기본약관(가계용)이 적용됩니다. 추후 은행여신거래기본약관이 변경될 경우에는 변경된 바에 따릅니다. 고객 용본 약관은 관련 법령 및 내부통제 절차에 따라 작성되었으며 대출계약 체결 시 필수적으로 고객님에게 제공됩니다. 은행은 본인에게 이 약정서상의 중요한 내용을 설명하여야 하며, 은행여신거래기본약관(가계용)과이 약정서의 사본을 교부하여야 합니다. 대출거래약정서( ) (종합통장자동대출 및 가계당좌대출용) (작성일자 : 20 . . ) 1. 본인은 주식회사 국민은행(이하 “은행”)과 아래의 조건에 따라 대출거래를 함에 있어 은행여신거래기본약관(가계용) 및이 약정서 사본을 확실히 수령하고, 주요 내용에 대하여 충분한 설명을 듣고 이해하였습니다. 2. 본인은 개인(신용)정보 조회 수집 이용 제공 동의서를 이해하고 동의하며, 개인(신용)정보 수집 이용 제공에 대한 고객권리안내문에 관해 자세히 설명 듣고 수령하였습니다. 3. 변동금리대출은 대출기간 중 대출이자율이 인상될 수 있으며, 이에 따라 재무적 부담이 증가될 수 있다는 내용에 대하여 충분한 설명을 듣고 이해하였습니다. 주소"
